vessel	cruise	station	region	latitude	longitude	bottom_depth	date_time	depth_min	depth_max	manual_classification	developmental_stage	individuals_cub_m	individuals_sqr_m	animal	copepod	phylum	class	spec_order	family	genus	species
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Animalia	multiple	2.67	26.67	True	False	Animalia					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Appendicularia	head	8.0	80.0	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Appendicularia	tail	20.67	206.67	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanoida		2.0	20.0	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanoida	CI-CVI	10.67	106.67	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus		14.67	146.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus	CI-CVI	4.67	46.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus	female	3.33	33.33	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus finmarchicus	CI	1.33	13.33	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus finmarchicus	CII	4.0	40.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus finmarchicus	CIV	0.67	6.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus finmarchicus	CV	2.67	26.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus finmarchicus	female	2.0	20.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	CI	292.67	2926.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	CII	88.67	886.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	CIII	31.33	313.33	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	CIV	42.67	426.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	CV	16.0	160.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus glacialis	female	4.0	40.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus hyperboreus	CI	88.67	886.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus hyperboreus	CII	70.0	700.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus hyperboreus	CIII	30.0	300.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Calanus hyperboreus	CIV	0.67	6.67	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Cnidaria		6.0	60.0	True	False	Cnidaria					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Cnidaria	part	6.0	60.0	True	False	Cnidaria					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Copepoda	badfocus	128.67	1286.67	True	True	Crustacea	Copepoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Copepoda	dead	1.33	13.33	True	True	Crustacea	Copepoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Crustacea	NI-NVI	6082.67	60826.67	True	False	Crustacea					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Echinodermata		51.33	513.33	True	False	Echinodermata					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	egg		6.0	60.0	True	False	Animalia	egg				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Euphausiacea	calyptopis	46.67	466.67	True	False	Crustacea	Malacostraca	Euphausiacea			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Euphausiacea	metanauplii	13.33	133.33	True	False	Crustacea	Malacostraca	Euphausiacea			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Foraminifera		5.33	53.33	True	False	Rhizaria	Foraminifera				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Fritillaria		154.0	1540.0	True	False	Tunicata	Appendicularia	Copelata	Fritillariidae	Fritillaria	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Gastropoda		1.33	13.33	True	False	Mollusca	Gastropoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Harpacticoida		26.67	266.67	True	True	Crustacea	Copepoda	Harpacticoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Metridia longa		3.33	33.33	True	True	Crustacea	Copepoda	Calanoida	Metridinidae	Metridia	Metridia longa
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Microcalanus		16.0	160.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Microcalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Oikopleura		16.67	166.67	True	False	Tunicata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Oithona similis		973.33	9733.33	True	True	Crustacea	Copepoda	Cyclopoida	Oithonidae	Oithona	Oithona similis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Oncaeidae		10.67	106.67	True	True	Crustacea	Copepoda	Cyclopoida	Oncaeidae		
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Ostracoda		0.67	6.67	True	False	Crustacea	Ostracoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Ostracoda	dead	0.67	6.67	True	False	Crustacea	Ostracoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Polychaeta		36.67	366.67	True	False	Annelida	Polychaeta				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Pseudocalanus		353.33	3533.33	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Pseudocalanus	CV	39.33	393.33	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Pseudocalanus	female	7.33	73.33	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Siphonophorae		5.33	53.33	True	False	Cnidaria	Hydrozoa	Siphonophorae			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	t001		5.33	53.33	True	False	Animalia	t001				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	0.0	10.0	Unknown marine		32.67	326.67	True	False	Animalia	Unknown marine				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Animalia	multiple	2.0	20.0	True	False	Animalia					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Appendicularia		2.0	20.0	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Appendicularia	head	26.0	260.0	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Appendicularia	tail	16.0	160.0	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanoida		1.0	10.0	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanoida	CI-CVI	25.0	250.0	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus		1.0	10.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus	male	1.0	10.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus finmarchicus	CI	9.0	90.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus finmarchicus	CII	2.0	20.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus finmarchicus	CIII	2.0	20.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus finmarchicus	CV	3.0	30.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus finmarchicus	female	2.0	20.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	CI	432.0	4320.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	CII	135.0	1350.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	CIII	37.0	370.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	CIV	33.0	330.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	CV	25.0	250.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus glacialis	female	4.0	40.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus hyperboreus	CI	142.0	1420.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus hyperboreus	CII	89.0	890.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus hyperboreus	CIII	19.0	190.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Calanus hyperboreus	CIV	3.0	30.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Chaetognatha		1.0	10.0	True	False	Chaetognatha					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Cnidaria		1.0	10.0	True	False	Cnidaria					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Cnidaria	part	3.0	30.0	True	False	Cnidaria					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Copepoda	badfocus	274.0	2740.0	True	True	Crustacea	Copepoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Copepoda	dead	3.0	30.0	True	True	Crustacea	Copepoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Crustacea	NI-NVI	5641.0	56410.0	True	False	Crustacea					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Echinodermata		178.0	1780.0	True	False	Echinodermata					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	egg		27.0	270.0	True	False	Animalia	egg				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Euphausiacea	calyptopis	31.0	310.0	True	False	Crustacea	Malacostraca	Euphausiacea			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Euphausiacea	metanauplii	15.0	150.0	True	False	Crustacea	Malacostraca	Euphausiacea			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Foraminifera		8.0	80.0	True	False	Rhizaria	Foraminifera				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Fritillaria		306.0	3060.0	True	False	Tunicata	Appendicularia	Copelata	Fritillariidae	Fritillaria	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Gastropoda		2.0	20.0	True	False	Mollusca	Gastropoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Harpacticoida		36.0	360.0	True	True	Crustacea	Copepoda	Harpacticoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Metridia longa		13.0	130.0	True	True	Crustacea	Copepoda	Calanoida	Metridinidae	Metridia	Metridia longa
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Microcalanus		8.0	80.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Microcalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Oikopleura		41.0	410.0	True	False	Tunicata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Oithona similis		1732.0	17320.0	True	True	Crustacea	Copepoda	Cyclopoida	Oithonidae	Oithona	Oithona similis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Oncaeidae		50.0	500.0	True	True	Crustacea	Copepoda	Cyclopoida	Oncaeidae		
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Ostracoda	dead	1.0	10.0	True	False	Crustacea	Ostracoda				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Polychaeta		34.0	340.0	True	False	Annelida	Polychaeta				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Pseudocalanus		332.0	3320.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Pseudocalanus	CV	17.0	170.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Pseudocalanus	female	16.0	160.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Pseudocalanus	male	1.0	10.0	True	True	Crustacea	Copepoda	Calanoida	Clausocalanidae	Pseudocalanus	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Solmundella		1.0	10.0	True	False	Cnidaria	Hydrozoa	Narcomedusae	Solmundaeginidae	Solmundella	
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	t001		10.0	100.0	True	False	Animalia	t001				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	trochophora		32.0	320.0	True	False	Animalia	trochophora				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	10.0	20.0	Unknown marine		84.0	840.0	True	False	Animalia	Unknown marine				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Aetideidae		0.14	4.29	True	True	Crustacea	Copepoda	Calanoida	Aetideidae		
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Apherusa glacialis		0.14	4.29	True	False	Crustacea	Malacostraca	Amphipoda	Calliopiidae	Apherusa	Apherusa glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Appendicularia		1.14	34.29	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Appendicularia	head	2.0	60.0	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Appendicularia	tail	1.14	34.29	True	False	Tunicata	Appendicularia				
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanoida		0.43	12.86	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanoida	CI-CVI	4.0	120.0	True	True	Crustacea	Copepoda	Calanoida			
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus finmarchicus	CI	0.57	17.14	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus finmarchicus	CII	1.0	30.0	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus finmarchicus	CIV	0.14	4.29	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus finmarchicus	CV	0.14	4.29	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus finmarchicus	female	0.29	8.57	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus finmarchicus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus glacialis	CI	8.71	261.43	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus glacialis	CII	2.57	77.14	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus glacialis	CIV	0.57	17.14	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus glacialis	CV	1.71	51.43	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus glacialis	female	0.29	8.57	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus glacialis
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus hyperboreus	CI	0.29	8.57	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus hyperboreus	CII	0.71	21.43	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Calanus hyperboreus	female	0.14	4.29	True	True	Crustacea	Copepoda	Calanoida	Calanidae	Calanus	Calanus hyperboreus
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Chaetognatha		0.29	8.57	True	False	Chaetognatha					
Polarstern	PS106.2	PS106_047-1	Barents Sea	78.409578	34.712534	156.0	2017-06-26 18:13:00	20.0	50.0	Chaetognatha	tail	0.29	8.57	True	False	Chaetognatha					
