0,0,246,1.203629808,0,1,403.3446609,53,3.211600373,2.17711119,0.161821673,0.000323286,8.09E-06,9.93E-08,-8.00E-14,-1.61E-09,-3.90E-14,12669.2338,426.931047,13.60501412,6.532765995,1.880398464,4.558454249,1.473625758,1.627505647,4.234170902,1.175482773,20170730 231503  295  000000 0100 1925.bmp,1,PS107,PS107-16,1,30.07.2017,23:15,4874.342,481.7250989,32.73669862,30.157,310.858,1.224,70.522,0.023,NC,NA,NA,100,1925,295,1.50146E+12,real,0,49f30f4d8bded15984789b2ad3c06ac4,1,1
0,0,2202,4.301196136,0,3.296217203,5335.325486,46,4.675325062,2.515251731,0.809112796,0.62675596,0.004935851,0.003396123,1.39E-05,0.002464496,1.13E-06,90012.04137,11594.09548,177.3513152,1682.343545,31.38623176,587.1951471,162.6524067,351.6664047,75.67573647,188.4263902,20170730 231505  415  000000 1130 0990.bmp,2,PS107,PS107-16,1,30.07.2017,23:15,4874.649,481.7554038,32.73658348,30.157,306.011,1.224,69.422,0.015,NC,NA,NA,1130,990,415,1.50146E+12,real,0,0ab57b89a3a0e2258a9b28cc55a33809,1,2
0,0,2250,4.233875186,0,3.02592206,5211.307776,54,4.205384068,2.347035598,0.797048785,0.607463787,0.003961683,0.002635995,8.48E-06,0.00186559,7.98E-07,99872.10389,11805.05774,78.46541288,1609.714449,26.80247028,622.2500533,66.84117635,317.3084577,32.09270776,189.8527392,20170730 231505  470  000000 0725 0980.bmp,3,PS107,PS107-16,1,30.07.2017,23:15,4874.649,481.7554038,32.73658348,30.157,306.011,1.224,69.422,0.015,NC,NA,NA,725,980,470,1.50146E+12,double,0,6c55e038739aaff67ec8655132038b84,1,2
0,0,2555,5.108430785,0,4.055706024,5938.796055,60,3.394979983,1.991090276,0.697633192,0.458818402,0.005980104,0.004514136,2.34E-05,0.002925585,1.09E-06,113484.2911,12977.56492,923.8306548,2366.328134,135.2098772,661.2133,380.7694956,427.8802582,172.9828696,217.2659361,20170730 231505  524  000000 0355 0970.bmp,4,PS107,PS107-16,1,30.07.2017,23:15,4874.649,481.7554038,32.73658348,30.157,306.011,1.224,69.422,0.015,NC,NA,NA,355,970,524,1.50146E+12,double,0,9b14502c47c3f3f81e9b97cca5960d5f,1,0
0,0,32376,6.854536958,4,0,74399.12034,33,12.66735126,3.646750149,0.419373288,0.134747448,0.001537499,0.00102739,1.24E-06,0.000295079,-3.51E-07,277708.5223,151156.3084,59479.06725,4614.536174,12184.65824,10355.51542,2275.589402,1890.783013,3303.715005,978.0896808,20170730 231505  578  000000 0000 0965.bmp,5,PS107,PS107-16,1,30.07.2017,23:15,4874.649,481.7554038,32.73658348,30.157,306.011,1.224,69.422,0.015,NC,NA,NA,0,965,578,1.50146E+12,double,0,eacb1ef8b47fe131a8f468deeb4cde7d,1,2
0,0,261,1.493908314,0,2,481.1341125,54,1.998314764,1.946421879,0.166172759,0.001080449,5.81E-05,3.64E-07,1.67E-12,8.16E-09,-1.97E-13,15900.09198,552.3148917,18.86339897,18.24995796,6.849069881,9.333012256,13.4236432,8.470533964,4.996284089,3.337717544,20170730 231507  861  000000 0825 0850.bmp,6,PS107,PS107-16,1,30.07.2017,23:15,4874.519,481.7425711,32.73641333,30.156,316.76,1.223,71.858,0.022,NC,NA,NA,825,850,861,1.50146E+12,real,0,a5b06c7e5d85516d3756577353932609,1,4
0,0,283,1.581628429,0,1.910045981,589.1424729,53,2.505253569,2.03796963,0.193860609,0.010334738,0.000298368,4.19E-05,4.35E-09,3.97E-06,-1.74E-09,16791.66725,625.8264858,15.10664363,35.8549049,18.25685944,14.0552959,10.1559997,5.535745792,8.77160906,6.19319062,20170730 231507  915  000000 0630 0845.bmp,7,PS107,PS107-16,1,30.07.2017,23:15,4874.519,481.7425711,32.73641333,30.156,316.76,1.223,71.858,0.022,NC,NA,NA,630,845,915,1.50146E+12,double,0,188a21241f74d4829dac340c2481841e,1,4
0,0,363,1.978376556,0,3.328201294,732.1166364,53,2.667522502,2.050452753,0.209006717,0.01650438,0.000432554,4.39E-05,2.51E-09,2.88E-07,-5.51E-09,21175.72256,878.6865999,41.87292692,77.91955251,12.88291089,47.2459157,15.24264145,7.235155943,18.86760555,9.160782635,20170730 231507  970  000000 0435 0840.bmp,8,PS107,PS107-16,1,30.07.2017,23:15,4874.519,481.7425711,32.73641333,30.156,316.76,1.223,71.858,0.022,NC,NA,NA,435,840,970,1.50146E+12,double,0,abbda8e2a048f426570fa745ff43fb32,1,0
0,0,386,1.939655201,0,3.417430639,843.2195623,54,2.521704182,1.980495286,0.230350052,0.021771751,0.002643734,0.000526287,5.49E-07,5.38E-05,-2.89E-07,21388.6,935.0860801,56.02687658,87.06095106,53.49778861,20.3134985,13.99075392,23.31084737,5.227392037,6.503066349,20170730 231508  024  000000 0245 0835.bmp,9,PS107,PS107-16,1,30.07.2017,23:15,4874.245,481.7155238,32.7365161,30.156,320.01,1.223,72.595,0.076,NC,NA,NA,245,835,24,1.50146E+12,double,0,c1253bb6326ca5554c05af05684b9e4e,1,4
0,0,5664,10.70714328,1,24.8703022,20760.38978,30,6.762455093,2.951036844,0.407244812,0.120648576,0.039631923,0.02461369,0.000767447,0.007841766,4.48E-05,97031.61321,42815.37579,8634.084046,2115.65828,3057.939781,1764.225021,477.4155336,1211.073544,510.3210037,300.8488052,20170730 231508  078  000000 0060 0830.bmp,10,PS107,PS107-16,1,30.07.2017,23:15,4874.245,481.7155238,32.7365161,30.156,320.01,1.223,72.595,0.076,NC,NA,NA,60,830,78,1.50146E+12,real,0,4c66a213e6175cf3f4aeb9633d77afed,1,0
