0;0;452;1.425984995;0;2.909295559;944.0110805;49;3.552308151;2.200976993;0.173006626;0.002476878;4.70E-05;8.13E-07;-1.14E-12;-3.14E-08;4.90E-12;19776.14644;899.3990341;25.8717558;74.77468751;21.05009349;32.40893608;14.87580472;19.24513015;3.370473945;7.957240221;20170702 214900  097  000000 0380 0450.png;1;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10171.5;1003.881706;31.33246192;29.19;316.14;-0.137;69.036;0.02;NC;NA;NA;380;450;97;1.49903E+12;real;0;4fa2d8dbc609b914005da3eb1519cd46;1;1
0;0;400;1.757778254;0;4.242640495;814.0051996;54;2.89892313;2.061286576;0.198941238;0.008934778;0.001033309;0.00019777;8.52E-08;1.87E-05;2.72E-08;19093.25771;933.0637631;36.82780307;56.3444316;42.31108309;40.35459468;29.66179235;5.869786454;17.25072789;4.293928917;20170702 214900  749  000000 0490 0000.png;2;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10171.5;1003.881706;31.33246192;29.19;316.14;-0.137;69.036;0.02;NC;NA;NA;490;0;749;1.49903E+12;real;0;0d133a1357a8922cc1452ee13a2ad40a;1;2
0;0;449;2.467664112;0;3.89663744;915.4665498;53;2.492863166;1.927404031;0.18225145;0.002421701;0.001552254;5.39E-05;-5.07E-09;-1.10E-06;-1.48E-08;25424.85921;1169.654519;96.62756019;59.8747992;65.39117607;42.5984763;25.30145838;11.64835366;32.07956642;10.13977325;20170702 214902  271  000000 0175 0150.png;3;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10171.79;1003.910258;31.296728;29.169;313.624;-0.126;68.508;0.085;NC;NA;NA;175;150;271;1.49903E+12;real;0;9e2af1e262c472fe7182c2874c1d8b30;1;3
0;0;348;1.730723269;0;3.400000095;708.7842125;53;2.945402816;2.067352812;0.176266377;0.001004026;0.000598747;4.89E-05;2.26E-09;4.93E-07;8.06E-09;19016.23543;767.1427946;18.37063285;29.99361905;24.1342824;48.68192084;9.593399866;12.66459636;9.682363735;12.36742976;20170702 214913  957  000000 0475 0655.png;4;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10171.72;1003.903366;31.32114632;29.183;316.039;-0.134;69.018;0.021;NC;NA;NA;475;655;957;1.49903E+12;real;0;6a357796622ea7294ae663793839210b;1;4
0;0;364;1.579446207;0;3.969111443;739.1876445;52;3.357960294;2.118011677;0.183612148;0.003001322;0.001010484;6.85E-05;-1.02E-08;-2.49E-06;1.49E-08;18792.84398;783.7348901;48.98757721;37.72796122;55.89147517;24.9090862;13.45610055;8.5866192;6.881624982;3.605551275;20170702 214914  012  000000 0390 0655.png;5;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;390;655;12;1.49903E+12;double;0;df0892a65f0a282539f0f55ead4a1119;1;4
0;0;361;1.706972458;0;3.807497978;740.543639;53;3.228738052;2.087403923;0.185740541;0.004059011;0.001057803;5.79E-05;-1.43E-08;-3.65E-06;1.54E-09;20051.64754;814.2574845;46.55472447;53.43803555;47.28443587;23.86774764;14.62390588;10.47543243;3.971851861;11.62750784;20170702 214914  066  000000 0345 0650.png;6;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;345;650;66;1.49903E+12;double;0;a8fe9701730718920f360d5129d94c97;1;4
0;0;363;1.736367945;0;3.862357855;643.6606993;61;1.938842953;1.791669269;0.179340636;0.002830531;0.000724644;3.32E-05;-4.90E-09;-1.48E-06;-1.61E-09;19742.65555;809.5943666;69.89071161;51.23305524;42.94745938;16.15952555;14.13026596;11.53993005;8.947651496;2.521979948;20170702 214914  120  000000 0275 0650.png;7;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;275;650;120;1.49903E+12;double;0;fe1c5d60a829bb0f1704da8d4f1a451e;1;4
0;0;358;1.643925936;0;2.548407793;575.1980563;62;2.025709236;1.79633253;0.174117111;0.002831197;0.000284482;1.35E-05;-5.51E-11;1.13E-07;-8.36E-10;18969.57366;775.7078444;49.93248385;32.18233904;30.901042;23.89159543;5.303240109;10.19400909;10.72643625;3.828427125;20170702 214914  174  000000 0260 0650.png;8;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;260;650;174;1.49903E+12;double;0;9a28006a57cda5ff18ff33ea48c77b1b;1;4
0;0;336;1.515685403;0;2.472490072;573.8344921;63;1.810203888;1.738088103;0.175035258;0.003359084;0.000272491;1.14E-05;2.55E-10;4.74E-07;-5.86E-10;18923.86562;751.3399432;32.14502849;48.08075209;10.87423356;38.17131113;14.66025404;11.30880334;12.33527573;2.420302538;20170702 214914  229  000000 0215 0650.png;9;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;215;650;229;1.49903E+12;double;0;dc4c06802b3aaa55245459d81e904720;1;4
0;0;18206;8.788328756;2;50.87505341;48453.85558;31;10.18437065;3.395362646;0.806980455;0.591357473;0.007446171;0.001962878;4.64E-06;0.000276378;-5.90E-06;223872.3046;119197.2158;35826.13852;409.5450143;14019.04506;3878.097617;2312.995061;1921.00266;1448.49311;842.5180829;20170702 214914  283  000000 0030 0645.png;10;PS106.2;PS106.2-66-1;11;07.02.2017;9:49 PM;10172;1003.930934;31.32014794;29.183;313.179;-0.133;68.398;0.08;NC;NA;NA;30;645;283;1.49903E+12;real;0;ada9e8e11f8faf0544c294e282030315;1;4
